source_id,ra,dec,gaia_g_mag,synthetic_flux,synthetic_mag
3.09458853737445E+018,122.867899164528,4.29762438895762,14.6266193389893,748.384808535437,-7.18531240793246
3.09468120558818E+018,122.993703504475,4.2985561423748,15.9157066345215,213.44022275286,-5.82319066369983
3.09459936069207E+018,122.717564891883,4.29884122983792,15.9962358474731,206.508234415378,-5.78734343404716
3.09468134302714E+018,122.950529014801,4.29895422257371,14.0517387390137,1195.55398607004,-7.69392297940835
3.09458833121602E+018,122.881414500746,4.30142470009626,15.6397275924683,276.762147626992,-6.10526672998883
3.09458853737445E+018,122.866437379818,4.30146582935743,15.6514234542847,280.380550106251,-6.11936970873491
3.09467866296754E+018,123.017720987944,4.30211953057825,15.0885248184204,468.983069236313,-6.67789291131881
3.09468127430766E+018,122.973740817729,4.30426864665122,13.2178506851196,2702.66417663003,-8.57948021293599
3.09458836557575E+018,122.888579353042,4.30545734052674,14.9715518951416,545.538579321914,-6.84206367096891
3.09468000299733E+018,123.084990365474,4.30751091914905,12.2958812713623,6128.43555547761,-9.4683740589155
3.09467876604675E+018,123.039434424848,4.3075774152466,14.4430046081543,801.031177404385,-7.25912354960878
3.09167709930237E+018,123.20879818249,4.30980799081087,14.4369440078735,803.241315287472,-7.26211509655137
3.09468127430766E+018,122.981607242463,4.31056106668173,14.2324666976929,932.124296556298,-7.4236845708775
3.09468151482583E+018,122.94190743534,4.31363349409118,14.1599807739258,1066.49625307712,-7.56989833495169
3.09468240817887E+018,122.892241590539,4.31941663113856,14.3891305923462,911.376585379242,-7.39924466679553
3.09459963556997E+018,122.699046220162,4.32209129240431,12.7553081512451,3342.54670604392,-8.81019371114054
3.09467952196098E+018,123.192048767726,4.32225301572947,15.693118095398,181.930240169871,-5.64976223209193
3.09458864045366E+018,122.870988861658,4.32282701149241,12.3005199432373,5413.08521701698,-9.33361216036987
3.09460104431924E+018,122.711800839422,4.32445866324945,15.3012104034424,396.303090533648,-6.49506864788365
3.09167713366211E+018,123.228753801519,4.32522785059964,14.0893154144287,1168.01747260172,-7.66862334880259
3.094602521788E+018,122.64547906084,4.32609573846981,12.5449314117432,4957.0591927394,-9.23806026222485
3.09468175534399E+018,123.038879829612,4.32906115329388,15.5972986221313,293.418679666199,-6.1687193962777
3.09460052892314E+018,122.826191993781,4.33123078134258,15.5061531066895,282.804184340931,-6.12871457736955
3.09468189278294E+018,122.987825468704,4.33209389309836,13.9490098953247,1290.82382573068,-7.77716743228494
3.09467972811941E+018,123.144294899193,4.33261502817295,15.0291900634766,504.081443626252,-6.75625177593492
3.09467962074394E+018,123.202633086125,4.33536002154469,13.571551322937,1660.4129585315,-8.05054028532192
3.09468175534398E+018,123.035270971954,4.33533434365382,14.4453945159912,854.271771691054,-7.32899013974753
3.09460131919713E+018,122.77724150665,4.33636213695498,13.2034692764282,2695.4343780486,-8.57657190784041
3.09460413669569E+018,122.68898345076,4.3468124368089,15.212140083313,420.580051992998,-6.55962167589946
3.09467989991809E+018,123.183276282215,4.35898163257612,15.6692419052124,259.158525084131,-6.03391374908879
3.09460128483739E+018,122.741651866708,4.36425320122991,15.8348903656006,219.436820591529,-5.85327375543078
3.09468574107361E+018,123.21834900864,4.36632995808002,15.7924013137817,244.141671185471,-5.96910478264099
3.09468577543335E+018,123.189892735997,4.36830907547495,14.6150503158569,676.909441916279,-7.07632642981228
3.09468065153609E+018,123.169668582544,4.37539985366023,14.7001419067383,942.443601054928,-7.43563842508978
3.09468584415282E+018,123.221022753888,4.37578843585789,14.8272199630737,582.112806770254,-6.91251788520958
3.09469439972755E+018,122.904503240936,4.37674194473132,14.8611717224121,566.14575774381,-6.8823206434937
3.09468089635051E+018,123.130603481002,4.37801980620764,15.5728073120117,304.365572923599,-6.20848881854738
3.09468580979309E+018,123.203478996753,4.37994367157347,15.7048273086548,408.202753154961,-6.52718982380642
3.09469446844702E+018,122.899243368488,4.38179625964133,12.6269540786743,4269.42274216395,-9.0759228978434
3.09468584415282E+018,123.226803605435,4.38366442297911,14.4966697692871,794.201703414225,-7.2498270355234
3.09460468645149E+018,122.72921514637,4.38727467582462,14.5551586151123,715.121470829131,-7.1359495437689
3.0946948120444E+018,122.917423518339,4.38790797569064,15.9017677307129,215.263172230297,-5.83242433994144
3.09469484640414E+018,122.900983240582,4.38835252840711,15.831015586853,238.654705254466,-5.94442500306098
3.09460472081147E+018,122.742762152787,4.39065665614924,12.701735496521,3720.44805906137,-8.92648811439567
3.09460454901254E+018,122.681138648775,4.39198160129469,14.8048105239868,469.993744586025,-6.68023019425498
3.09469491512361E+018,122.932687692905,4.39256765385479,14.6259593963623,702.750773986172,-7.11700333149286
3.09468395436722E+018,123.11950549489,4.40059432090839,14.4905776977539,779.719113094463,-7.22984545030646
3.09469563667814E+018,122.819041609786,4.4034197927871,15.9782304763794,156.310960378396,-5.48497357852475
3.0946949451873E+018,122.952228933116,4.40886573340548,13.5605783462524,1950.92082599761,-8.225599112069
3.09469567103788E+018,122.793781850994,4.4093513832636,14.9464731216431,464.161428529813,-6.66667262017558
3.09468487778902E+018,123.047379000963,4.41029834862334,15.211766242981,454.595321032548,-6.64406240348226
3.09468488208016E+018,123.054127981283,4.41276682808819,15.5903196334839,291.184494251442,-6.16042061203923
3.09460485825016E+018,122.768504945201,4.41632438816327,15.7935781478882,239.932026900884,-5.95022055716394
3.09460578596311E+018,122.684527197248,4.41786601446276,14.3676338195801,896.070175764303,-7.38085505695042
3.09460561416443E+018,122.661585339429,4.41884243480959,15.0161247253418,500.229880324951,-6.74792407490695
3.09468989860195E+018,123.120441448725,4.42239948470452,13.7859058380127,1501.57122417001,-7.94136484238711
3.09468477900095E+018,123.02084024414,4.42387654498956,15.9888486862183,192.204391681453,-5.70940826661996
3.09460506440859E+018,122.757303150548,4.4270572941134,15.9133462905884,220.291847319771,-5.85749606210578
3.09460506440859E+018,122.751279775256,4.42721983699312,14.2559719085693,983.352907493203,-7.48177351551492
3.09460599212154E+018,122.673065807959,4.42856548619866,14.1309309005737,1160.10602460875,-7.66124420539132
3.09468718418261E+018,123.227819848295,4.42922907234254,15.1788425445557,406.759547667328,-6.52334438927467
3.0946873559813E+018,123.200674147008,4.43382330113903,15.7972631454468,204.655953910185,-5.77756095946429
3.09469601463524E+018,122.897509974227,4.43535761965353,14.550220489502,760.718612993749,-7.20306010637169
3.09468739034104E+018,123.213118498659,4.44192536180356,15.2999134063721,356.789643300937,-6.38103059854739
3.0946873559813E+018,123.201257302354,4.44194060314614,14.924991607666,551.898396182884,-6.85464783001759
3.09469000168116E+018,123.17307963573,4.44266725738511,13.8424415588379,1294.54988537606,-7.78029697649099
3.09468505387884E+018,123.083994133566,4.44447170424538,15.9545240402222,199.52741271954,-5.7500064276882
3.09469024219933E+018,123.13741740559,4.44636112254864,12.8645639419556,3290.59962815779,-8.79318761073486
3.09469024219933E+018,123.129544702443,4.44926024180979,12.6514654159546,4325.04217068589,-9.08997586586445
3.09469680490921E+018,122.929570715482,4.45200961468685,15.1822071075439,434.02578030689,-6.5937888163648
3.09460616392022E+018,122.709425709139,4.45541332827784,12.7456493377686,3997.55395165839,-9.00448583442243
3.09469759518337E+018,122.91063728658,4.46117975783676,15.9437389373779,210.060912822581,-5.80586312096353
3.09468536311649E+018,123.044587953379,4.46202853884511,13.7877511978149,1417.77189138578,-7.87901590454797
3.09469759518319E+018,122.896360751112,4.46216927353256,13.9948883056641,1272.11863843138,-7.76131903931369
3.09469979420648E+018,122.733457126125,4.46258075766196,15.6334781646729,254.976791988063,-6.01625163176913
3.0946530649631E+018,122.640548815054,4.46301309339813,13.3638048171997,2352.74724739057,-8.42893818496138
3.09468756213973E+018,123.209120471522,4.46369132311658,15.7498016357422,263.485874205102,-6.05189334280671
3.09469031091881E+018,123.127939383375,4.46629840107292,15.957667350769,200.116201037219,-5.75320562434223
3.09468536311649E+018,123.034751139337,4.46721699101718,15.500828742981,321.806506432901,-6.26898705154659
